#first line - comment, second - resolution n, m, third - wavelengths, fourth and further - point coordinates i, j and spectraIntegration time us: 500000Step - 6
56 100
21 38 13:36:42.831492
21 39 13:36:43.354030
21 40 13:36:43.872829
21 41 13:36:44.392533
21 42 13:36:44.903444
21 43 13:36:45.424065
21 44 13:36:45.931805
21 45 13:36:46.450765
21 46 13:36:46.968554
21 47 13:36:47.488606
21 48 13:36:47.995947
21 49 13:36:48.515212
21 50 13:36:49.024172
21 51 13:36:49.546376
21 52 13:36:50.060403
21 53 13:36:50.580600
21 54 13:36:51.088447
21 55 13:36:51.607201
21 56 13:36:52.118428
21 57 13:36:52.637505
21 58 13:36:53.143817
21 59 13:36:53.649982
21 60 13:36:54.157894
21 61 13:36:54.678110
21 62 13:36:55.198451
21 63 13:36:55.717434
21 64 13:36:56.236350
21 65 13:36:56.756027
21 66 13:36:57.276295
21 67 13:36:57.796958
21 68 13:36:58.317555
21 69 13:36:58.837816
21 70 13:36:59.355465
21 71 13:36:59.876026
21 72 13:37:00.384869
21 73 13:37:00.904436
21 74 13:37:01.416119
21 75 13:37:01.922806
21 76 13:37:02.429496
21 77 13:37:02.940181
21 78 13:37:03.446866
21 79 13:37:03.953556
21 80 13:37:04.460244
21 81 13:37:04.967930
21 82 13:37:05.475618
21 83 13:37:05.982305
21 84 13:37:06.489992
21 85 13:37:06.996677
21 86 13:37:07.504366
21 87 13:37:08.012053
21 88 13:37:08.519742
21 89 13:37:09.027427
21 90 13:37:09.535114
21 91 13:37:10.044799
21 92 13:37:10.552486
21 93 13:37:11.059173
21 94 13:37:11.568859
21 95 13:37:12.076546
21 96 13:37:12.583234
21 97 13:37:13.090921
21 98 13:37:13.598615
21 99 13:37:14.107303
22 0 13:37:15.457459
22 1 13:37:15.965148
22 2 13:37:16.475833
22 3 13:37:16.985518
22 4 13:37:17.495202
22 5 13:37:18.002892
22 6 13:37:18.509579
22 7 13:37:19.016266
22 8 13:37:19.525952
22 9 13:37:20.032640
22 10 13:37:20.540325
22 11 13:37:21.051011
22 12 13:37:21.560695
22 13 13:37:22.067382
22 14 13:37:22.575070
22 15 13:37:23.081757
22 16 13:37:23.590445
22 17 13:37:24.099132
22 18 13:37:24.606819
22 19 13:37:25.113506
22 20 13:37:25.620193
22 21 13:37:26.126880
22 22 13:37:26.636565
22 23 13:37:27.147252
22 24 13:37:27.656937
22 25 13:37:28.164622
22 26 13:37:28.672309
22 27 13:37:29.178996
22 28 13:37:29.685684
22 29 13:37:30.192372
22 30 13:37:30.699061
22 31 13:37:31.205746
22 32 13:37:31.713433
22 33 13:37:32.220122
22 34 13:37:32.729808
22 35 13:37:33.236495
22 36 13:37:33.747179
22 37 13:37:34.253867
22 38 13:37:34.761554
22 39 13:37:35.268243
22 40 13:37:35.775928
22 41 13:37:36.282617
22 42 13:37:36.789305
22 43 13:37:37.296989
22 44 13:37:37.803679
22 45 13:37:38.310366
22 46 13:37:38.819053
22 47 13:37:39.326740
22 48 13:37:39.834425
22 49 13:37:40.341115
22 50 13:37:40.847802
22 51 13:37:41.355487
22 52 13:37:41.862176
22 53 13:37:42.368863
22 54 13:37:42.878549
22 55 13:37:43.386236
22 56 13:37:43.892924
22 57 13:37:44.400611
22 58 13:37:44.907297
22 59 13:37:45.413985
22 60 13:37:45.923672
22 61 13:37:46.433355
22 62 13:37:46.941042
22 63 13:37:47.447731
22 64 13:37:47.954419
22 65 13:37:48.461105
22 66 13:37:48.968792
22 67 13:37:49.475478
22 68 13:37:49.982167
22 69 13:37:50.489855
22 70 13:37:50.996543
22 71 13:37:51.504452
22 72 13:37:52.011728
22 73 13:37:52.532241
22 74 13:37:53.059798
22 75 13:37:53.580054
22 76 13:37:54.105151
22 77 13:37:54.614116
22 78 13:37:55.120848
22 79 13:37:55.627721
22 80 13:37:56.147285
22 81 13:37:56.656254
22 82 13:37:57.175742
22 83 13:37:57.697025
22 84 13:37:58.217766
22 85 13:37:58.737827
22 86 13:37:59.256841
22 87 13:37:59.775404
22 88 13:38:00.293936
22 89 13:38:00.812088
22 90 13:38:01.319774
22 91 13:38:01.829460
22 92 13:38:02.335725
22 93 13:38:02.854390
22 94 13:38:03.364834
22 95 13:38:03.885200
22 96 13:38:04.406821
22 97 13:38:04.927128
22 98 13:38:05.445884
22 99 13:38:05.965020
23 0 13:38:07.300822
23 1 13:38:07.814409
23 2 13:38:08.333582
23 3 13:38:08.853443
23 4 13:38:09.372545
23 5 13:38:09.892976
23 6 13:38:10.413600
23 7 13:38:10.933314
23 8 13:38:11.453185
23 9 13:38:11.972338
23 10 13:38:12.482409
23 11 13:38:13.001207
23 12 13:38:13.510219
23 13 13:38:14.029439
23 14 13:38:14.547812
23 15 13:38:15.067519
23 16 13:38:15.580497
23 17 13:38:16.100612
23 18 13:38:16.608150
23 19 13:38:17.128039
23 20 13:38:17.648897
23 21 13:38:18.168578
23 22 13:38:18.675411
23 23 13:38:19.199273
23 24 13:38:19.717345
23 25 13:38:20.237491
23 26 13:38:20.757490
23 27 13:38:21.278457
23 28 13:38:21.795723
23 29 13:38:22.316215
23 30 13:38:22.837268
23 31 13:38:23.356908
23 32 13:38:23.876976
23 33 13:38:24.397396
23 34 13:38:24.914812
23 35 13:38:25.433844
23 36 13:38:25.954466
23 37 13:38:26.475408
23 38 13:38:26.994930
23 39 13:38:27.514149
23 40 13:38:28.033666
23 41 13:38:28.554302
23 42 13:38:29.074003
23 43 13:38:29.593600
23 44 13:38:30.113225
23 45 13:38:30.633750
23 46 13:38:31.153262
23 47 13:38:31.659762
23 48 13:38:32.179647
23 49 13:38:32.699200
23 50 13:38:33.219325
23 51 13:38:33.739609
23 52 13:38:34.259313
23 53 13:38:34.778037
23 54 13:38:35.296914
23 55 13:38:35.814705
23 56 13:38:36.334703
23 57 13:38:36.854646
23 58 13:38:37.372073
23 59 13:38:37.891929
23 60 13:38:38.399844
23 61 13:38:38.918979
23 62 13:38:39.441273
23 63 13:38:39.959255
23 64 13:38:40.478512
23 65 13:38:40.998798
23 66 13:38:41.518681
23 67 13:38:42.037971
23 68 13:38:42.557230
23 69 13:38:43.076237
23 70 13:38:43.597286
23 71 13:38:44.106762
23 72 13:38:44.626273
23 73 13:38:45.146684
23 74 13:38:45.666594
23 75 13:38:46.186664
23 76 13:38:46.705788
23 77 13:38:47.226362
23 78 13:38:47.745744
23 79 13:38:48.266678
23 80 13:38:48.786636
23 81 13:38:49.307096
23 82 13:38:49.825307
23 83 13:38:50.344119
23 84 13:38:50.856047
23 85 13:38:51.376319
23 86 13:38:51.895775
23 87 13:38:52.413267
23 88 13:38:52.932903
23 89 13:38:53.452587
23 90 13:38:53.972420
23 91 13:38:54.491820
23 92 13:38:55.012294
23 93 13:38:55.521230
23 94 13:38:56.042212
23 95 13:38:56.561726
23 96 13:38:57.081643
23 97 13:38:57.593099
23 98 13:38:58.112708
23 99 13:38:58.633465
24 0 13:38:59.972687
24 1 13:39:00.494910
24 2 13:39:01.013627
24 3 13:39:01.520316
24 4 13:39:02.029001
24 5 13:39:02.535690
24 6 13:39:03.044377
24 7 13:39:03.551065
24 8 13:39:04.057751
24 9 13:39:04.564438
24 10 13:39:05.071126
24 11 13:39:05.577815
24 12 13:39:06.085500
24 13 13:39:06.592190
24 14 13:39:07.098877
24 15 13:39:07.605563
24 16 13:39:08.112250
24 17 13:39:08.618937
24 18 13:39:09.129623
24 19 13:39:09.638307
24 20 13:39:10.144995
24 21 13:39:10.655682
24 22 13:39:11.162370
24 23 13:39:11.669057
24 24 13:39:12.175746
24 25 13:39:12.682433
24 26 13:39:13.189119
24 27 13:39:13.695807
24 28 13:39:14.202493
24 29 13:39:14.710183
24 30 13:39:15.216869
24 31 13:39:15.724557
24 32 13:39:16.231243
24 33 13:39:16.737932
24 34 13:39:17.244618
24 35 13:39:17.752304
24 36 13:39:18.259992
24 37 13:39:18.766680
24 38 13:39:19.278364
24 39 13:39:19.785051
24 40 13:39:20.291739
24 41 13:39:20.798428
24 42 13:39:21.305114
24 43 13:39:21.814800
24 44 13:39:22.324484
24 45 13:39:22.833172
24 46 13:39:23.339860
24 47 13:39:23.848545
24 48 13:39:24.355231
24 49 13:39:24.865916
24 50 13:39:25.374604
24 51 13:39:25.883292
24 52 13:39:26.389978
24 53 13:39:26.896666
24 54 13:39:27.405352
24 55 13:39:27.914036
24 56 13:39:28.423723
24 57 13:39:28.930411
24 58 13:39:29.440095
24 59 13:39:29.949783
24 60 13:39:30.456469
24 61 13:39:30.963159
24 62 13:39:31.469845
24 63 13:39:31.976532
24 64 13:39:32.483219
24 65 13:39:32.989915
24 66 13:39:33.496595
24 67 13:39:34.003283
24 68 13:39:34.512969
24 69 13:39:35.019657
24 70 13:39:35.526343
24 71 13:39:36.033030
24 72 13:39:36.539719
24 73 13:39:37.046406
24 74 13:39:37.553092
24 75 13:39:38.059781
24 76 13:39:38.566468
24 77 13:39:39.073155
24 78 13:39:39.579845
24 79 13:39:40.088528
24 80 13:39:40.598214
24 81 13:39:41.108900
24 82 13:39:41.615589
24 83 13:39:42.125273
24 84 13:39:42.631962
24 85 13:39:43.138648
24 86 13:39:43.645337
24 87 13:39:44.152022
24 88 13:39:44.659710
24 89 13:39:45.166396
24 90 13:39:45.676084
24 91 13:39:46.182770
24 92 13:39:46.689459
24 93 13:39:47.196146
24 94 13:39:47.702833
24 95 13:39:48.209522
24 96 13:39:48.717207
24 97 13:39:49.223895
24 98 13:39:49.730581
24 99 13:39:50.239268
25 0 13:39:51.644712
25 1 13:39:52.166894
25 2 13:39:52.687313
25 3 13:39:53.206275
25 4 13:39:53.725294
25 5 13:39:54.244577
25 6 13:39:54.764355
25 7 13:39:55.271064
25 8 13:39:55.778244
25 9 13:39:56.299669
25 10 13:39:56.820363
25 11 13:39:57.339380
25 12 13:39:57.860025
25 13 13:39:58.379444
25 14 13:39:58.899432
25 15 13:39:59.417945
25 16 13:39:59.936948
25 17 13:40:00.455206
25 18 13:40:00.974214
25 19 13:40:01.481901
25 20 13:40:01.989589
25 21 13:40:02.499845
25 22 13:40:03.020374
25 23 13:40:03.541075
25 24 13:40:04.061543
25 25 13:40:04.582117
25 26 13:40:05.092716
25 27 13:40:05.611914
25 28 13:40:06.130317
25 29 13:40:06.650449
25 30 13:40:07.170517
25 31 13:40:07.689651
25 32 13:40:08.208875
25 33 13:40:08.716971
25 34 13:40:09.236311
25 35 13:40:09.749236
25 36 13:40:10.267945
25 37 13:40:10.787911
25 38 13:40:11.306667
25 39 13:40:11.827548
25 40 13:40:12.345893
25 41 13:40:12.864572
25 42 13:40:13.385533
25 43 13:40:13.906431
25 44 13:40:14.424597
25 45 13:40:14.945526
25 46 13:40:15.464736
25 47 13:40:15.984555
25 48 13:40:16.496415
25 49 13:40:17.016883
25 50 13:40:17.538310
25 51 13:40:18.058542
25 52 13:40:18.579412
25 53 13:40:19.099488
25 54 13:40:19.620038
25 55 13:40:20.137698
25 56 13:40:20.658744
25 57 13:40:21.165317
25 58 13:40:21.685497
25 59 13:40:22.198433
25 60 13:40:22.717268
25 61 13:40:23.237958
25 62 13:40:23.756415
25 63 13:40:24.276242
25 64 13:40:24.794751
25 65 13:40:25.314119
25 66 13:40:25.835108
25 67 13:40:26.353388
25 68 13:40:26.859660
25 69 13:40:27.379072
25 70 13:40:27.895620
25 71 13:40:28.413457
25 72 13:40:28.934664
25 73 13:40:29.455469
25 74 13:40:29.973369
25 75 13:40:30.492355
25 76 13:40:31.011504
25 77 13:40:31.530406
25 78 13:40:32.051392
25 79 13:40:32.561398
25 80 13:40:33.080707
25 81 13:40:33.599861
25 82 13:40:34.118293
25 83 13:40:34.637343
25 84 13:40:35.155342
25 85 13:40:35.674866
25 86 13:40:36.194574
25 87 13:40:36.716470
25 88 13:40:37.236526
25 89 13:40:37.754089
25 90 13:40:38.273293
25 91 13:40:38.791442
25 92 13:40:39.297632
25 93 13:40:39.815852
25 94 13:40:40.334093
25 95 13:40:40.853135
25 96 13:40:41.373366
25 97 13:40:41.894560
25 98 13:40:42.413539
25 99 13:40:42.934188
26 0 13:40:44.300872
26 1 13:40:44.816108
26 2 13:40:45.335832
26 3 13:40:45.854523
26 4 13:40:46.374516
26 5 13:40:46.892817
26 6 13:40:47.411388
26 7 13:40:47.932684
26 8 13:40:48.452036
26 9 13:40:48.971971
26 10 13:40:49.490949
26 11 13:40:50.009920
26 12 13:40:50.529833
26 13 13:40:51.047693
26 14 13:40:51.557559
26 15 13:40:52.074672
26 16 13:40:52.595272
26 17 13:40:53.115294
26 18 13:40:53.635241
26 19 13:40:54.155329
26 20 13:40:54.675321
26 21 13:40:55.196163
26 22 13:40:55.717247
26 23 13:40:56.224427
26 24 13:40:56.743387
26 25 13:40:57.256133
26 26 13:40:57.775346
26 27 13:40:58.296954
26 28 13:40:58.816745
26 29 13:40:59.336038
26 30 13:40:59.854617
26 31 13:41:00.373954
26 32 13:41:00.894569
26 33 13:41:01.416242
26 34 13:41:01.923928
26 35 13:41:02.434613
26 36 13:41:02.941301
26 37 13:41:03.448986
26 38 13:41:03.956672
26 39 13:41:04.464361
26 40 13:41:04.973048
26 41 13:41:05.480735
26 42 13:41:05.991420
26 43 13:41:06.498107
26 44 13:41:07.005794
26 45 13:41:07.516479
26 46 13:41:08.026165
26 47 13:41:08.533851
26 48 13:41:09.044534
26 49 13:41:09.552223
26 50 13:41:10.061909
26 51 13:41:10.568594
26 52 13:41:11.075282
26 53 13:41:11.581972
26 54 13:41:12.091658
26 55 13:41:12.598345
26 56 13:41:13.105033
26 57 13:41:13.612719
26 58 13:41:14.120406
26 59 13:41:14.629092
26 60 13:41:15.136779
26 61 13:41:15.643466
26 62 13:41:16.153152
26 63 13:41:16.662838
26 64 13:41:17.172523
26 65 13:41:17.682207
26 66 13:41:18.188898
26 67 13:41:18.699580
26 68 13:41:19.206267
26 69 13:41:19.713954
26 70 13:41:20.220642
26 71 13:41:20.727332
26 72 13:41:21.234019
26 73 13:41:21.740705
26 74 13:41:22.251391
26 75 13:41:22.758079
26 76 13:41:23.264765
26 77 13:41:23.771454
26 78 13:41:24.279141
26 79 13:41:24.786827
26 80 13:41:25.294514
26 81 13:41:25.805197
26 82 13:41:26.311887
26 83 13:41:26.822572
26 84 13:41:27.331258
26 85 13:41:27.837946
26 86 13:41:28.347629
26 87 13:41:28.854317
26 88 13:41:29.361006
26 89 13:41:29.868691
26 90 13:41:30.376380
26 91 13:41:30.888062
26 92 13:41:31.394752
26 93 13:41:31.901440
26 94 13:41:32.408125
26 95 13:41:32.914812
26 96 13:41:33.421500
26 97 13:41:33.928190
26 98 13:41:34.434877
26 99 13:41:34.943563
27 0 13:41:36.285736
27 1 13:41:36.793423
27 2 13:41:37.301109
27 3 13:41:37.811794
27 4 13:41:38.320479
27 5 13:41:38.827166
27 6 13:41:39.334855
27 7 13:41:39.841542
27 8 13:41:40.349227
27 9 13:41:40.855915
27 10 13:41:41.363604
27 11 13:41:41.870289
27 12 13:41:42.376977
27 13 13:41:42.884666
27 14 13:41:43.391353
27 15 13:41:43.900040
27 16 13:41:44.406727
27 17 13:41:44.918411
27 18 13:41:45.425099
27 19 13:41:45.931787
27 20 13:41:46.438474
27 21 13:41:46.945161
27 22 13:41:47.452849
27 23 13:41:47.960535
27 24 13:41:48.468222
27 25 13:41:48.974909
27 26 13:41:49.481597
27 27 13:41:49.989421
27 28 13:41:50.496108
27 29 13:41:51.004797
27 30 13:41:51.513484
27 31 13:41:52.020465
27 32 13:41:52.540362
27 33 13:41:53.059144
27 34 13:41:53.580666
27 35 13:41:54.108126
27 36 13:41:54.615008
27 37 13:41:55.126692
27 38 13:41:55.635490
27 39 13:41:56.153752
27 40 13:41:56.674436
27 41 13:41:57.193470
27 42 13:41:57.712789
27 43 13:41:58.221663
27 44 13:41:58.740811
27 45 13:41:59.262544
27 46 13:41:59.782141
27 47 13:42:00.301588
27 48 13:42:00.822443
27 49 13:42:01.331127
27 50 13:42:01.841015
27 51 13:42:02.347209
27 52 13:42:02.865513
27 53 13:42:03.384979
27 54 13:42:03.905897
27 55 13:42:04.425874
27 56 13:42:04.932955
27 57 13:42:05.452606
27 58 13:42:05.969046
27 59 13:42:06.479561
27 60 13:42:06.997505
27 61 13:42:07.515290
27 62 13:42:08.035240
27 63 13:42:08.553671
27 64 13:42:09.071929
27 65 13:42:09.591533
27 66 13:42:10.111436
27 67 13:42:10.618631
27 68 13:42:11.137810
27 69 13:42:11.658224
27 70 13:42:12.179026
27 71 13:42:12.699952
27 72 13:42:13.220869
27 73 13:42:13.739856
27 74 13:42:14.261121
27 75 13:42:14.779147
27 76 13:42:15.285439
27 77 13:42:15.804709
27 78 13:42:16.318090
27 79 13:42:16.837105
27 80 13:42:17.356499
27 81 13:42:17.875590
27 82 13:42:18.395013
27 83 13:42:18.917243
27 84 13:42:19.435560
27 85 13:42:19.953586
27 86 13:42:20.474535
27 87 13:42:20.981488
27 88 13:42:21.501724
27 89 13:42:22.020655
27 90 13:42:22.541866
27 91 13:42:23.062374
27 92 13:42:23.583535
27 93 13:42:24.102702
27 94 13:42:24.622496
27 95 13:42:25.142854
27 96 13:42:25.662183
27 97 13:42:26.182306
27 98 13:42:26.690259
27 99 13:42:27.210451
28 0 13:42:28.551797
28 1 13:42:29.072698
28 2 13:42:29.593048
28 3 13:42:30.099612
28 4 13:42:30.619015
28 5 13:42:31.142467
28 6 13:42:31.661322
28 7 13:42:32.180522
28 8 13:42:32.699668
28 9 13:42:33.220697
28 10 13:42:33.740738
28 11 13:42:34.260830
28 12 13:42:34.781143
28 13 13:42:35.300697
28 14 13:42:35.821043
28 15 13:42:36.341819
28 16 13:42:36.847826
28 17 13:42:37.367447
28 18 13:42:37.893565
28 19 13:42:38.413177
28 20 13:42:38.932602
28 21 13:42:39.455724
28 22 13:42:39.975717
28 23 13:42:40.500226
28 24 13:42:41.024216
28 25 13:42:41.544232
28 26 13:42:42.072427
28 27 13:42:42.580158
28 28 13:42:43.097660
28 29 13:42:43.615063
28 30 13:42:44.129334
28 31 13:42:44.648784
28 32 13:42:45.168241
28 33 13:42:45.689225
28 34 13:42:46.206550
28 35 13:42:46.725551
28 36 13:42:47.245357
28 37 13:42:47.765220
28 38 13:42:48.285107
28 39 13:42:48.804092
28 40 13:42:49.315036
28 41 13:42:49.835081
28 42 13:42:50.346170
28 43 13:42:50.852448
28 44 13:42:51.371187
28 45 13:42:51.891832
28 46 13:42:52.410435
28 47 13:42:52.930432
28 48 13:42:53.450410
28 49 13:42:53.970896
28 50 13:42:54.491285
28 51 13:42:55.002641
28 52 13:42:55.522914
28 53 13:42:56.044799
28 54 13:42:56.564039
28 55 13:42:57.083203
28 56 13:42:57.602919
28 57 13:42:58.124868
28 58 13:42:58.645850
28 59 13:42:59.165546
28 60 13:42:59.686332
28 61 13:43:00.199465
28 62 13:43:00.706181
28 63 13:43:01.213301
28 64 13:43:01.721989
28 65 13:43:02.229676
28 66 13:43:02.736363
28 67 13:43:03.246049
28 68 13:43:03.752736
28 69 13:43:04.259424
28 70 13:43:04.766109
28 71 13:43:05.272797
28 72 13:43:05.780484
28 73 13:43:06.288173
28 74 13:43:06.794858
28 75 13:43:07.301547
28 76 13:43:07.811232
28 77 13:43:08.317921
28 78 13:43:08.827604
28 79 13:43:09.335294
28 80 13:43:09.842980
28 81 13:43:10.349666
28 82 13:43:10.857355
28 83 13:43:11.367040
28 84 13:43:11.874728
28 85 13:43:12.382414
28 86 13:43:12.889102
28 87 13:43:13.395787
28 88 13:43:13.902477
28 89 13:43:14.412160
28 90 13:43:14.918849
28 91 13:43:15.428533
28 92 13:43:15.935223
28 93 13:43:16.442910
28 94 13:43:16.952597
28 95 13:43:17.462281
28 96 13:43:17.969968
28 97 13:43:18.479652
28 98 13:43:18.986341
28 99 13:43:19.494028
29 0 13:43:20.864182
29 1 13:43:21.375868
29 2 13:43:21.884552
29 3 13:43:22.394237
29 4 13:43:22.900927
29 5 13:43:23.407614
29 6 13:43:23.915301
29 7 13:43:24.422987
29 8 13:43:24.931672
29 9 13:43:25.438362
29 10 13:43:25.945047
29 11 13:43:26.451735
29 12 13:43:26.959425
29 13 13:43:27.469109
29 14 13:43:27.976796
29 15 13:43:28.484482
29 16 13:43:28.995168
29 17 13:43:29.501856
29 18 13:43:30.009540
29 19 13:43:30.517227
29 20 13:43:31.023917
29 21 13:43:31.530604
29 22 13:43:32.040291
29 23 13:43:32.547975
29 24 13:43:33.058660
29 25 13:43:33.565348
29 26 13:43:34.074036
29 27 13:43:34.581723
29 28 13:43:35.089410
29 29 13:43:35.596097
29 30 13:43:36.103784
29 31 13:43:36.613470
29 32 13:43:37.120156
29 33 13:43:37.629841
29 34 13:43:38.137530
29 35 13:43:38.644217
29 36 13:43:39.150904
29 37 13:43:39.660590
29 38 13:43:40.167278
29 39 13:43:40.674963
29 40 13:43:41.182649
29 41 13:43:41.690339
29 42 13:43:42.198026
29 43 13:43:42.704714
29 44 13:43:43.212399
29 45 13:43:43.722085
29 46 13:43:44.230772
29 47 13:43:44.741455
29 48 13:43:45.250143
29 49 13:43:45.758829
29 50 13:43:46.268513
29 51 13:43:46.775203
29 52 13:43:47.282889
29 53 13:43:47.790576
29 54 13:43:48.297263
29 55 13:43:48.803949
29 56 13:43:49.310638
29 57 13:43:49.820322
29 58 13:43:50.328225
29 59 13:43:50.838911
29 60 13:43:51.345597
29 61 13:43:51.852087
29 62 13:43:52.371609
29 63 13:43:52.891977
29 64 13:43:53.411706
29 65 13:43:53.931816
29 66 13:43:54.452111
29 67 13:43:54.971783
29 68 13:43:55.477956
29 69 13:43:55.998155
29 70 13:43:56.517279
29 71 13:43:57.046558
29 72 13:43:57.565385
29 73 13:43:58.078768
29 74 13:43:58.589079
29 75 13:43:59.109611
29 76 13:43:59.629002
29 77 13:44:00.148626
29 78 13:44:00.667145
29 79 13:44:01.174061
29 80 13:44:01.682747
29 81 13:44:02.190448
29 82 13:44:02.697336
29 83 13:44:03.216436
29 84 13:44:03.734697
29 85 13:44:04.253851
29 86 13:44:04.772800
29 87 13:44:05.279479
29 88 13:44:05.799656
29 89 13:44:06.320009
29 90 13:44:06.838944
29 91 13:44:07.358664
29 92 13:44:07.877424
29 93 13:44:08.396521
29 94 13:44:08.915765
29 95 13:44:09.435790
29 96 13:44:09.944107
29 97 13:44:10.462804
29 98 13:44:10.974785
29 99 13:44:11.494149
30 0 13:44:12.847791
30 1 13:44:13.355732
30 2 13:44:13.875477
30 3 13:44:14.382734
30 4 13:44:14.900683
30 5 13:44:15.421582
30 6 13:44:15.940782
30 7 13:44:16.459903
30 8 13:44:16.978817
30 9 13:44:17.497299
30 10 13:44:18.016452
30 11 13:44:18.535800
30 12 13:44:19.054804
30 13 13:44:19.573906
30 14 13:44:20.080683
30 15 13:44:20.600083
30 16 13:44:21.115325
30 17 13:44:21.636546
30 18 13:44:22.153835
30 19 13:44:22.679330
30 20 13:44:23.198940
30 21 13:44:23.706156
30 22 13:44:24.225481
30 23 13:44:24.743132
30 24 13:44:25.264360
30 25 13:44:25.784160
30 26 13:44:26.305148
30 27 13:44:26.814587
30 28 13:44:27.334901
30 29 13:44:27.856903
30 30 13:44:28.377802
30 31 13:44:28.896807
30 32 13:44:29.415876
30 33 13:44:29.937819
30 34 13:44:30.456915
30 35 13:44:30.974905
30 36 13:44:31.494121
30 37 13:44:32.016127
30 38 13:44:32.524156
30 39 13:44:33.048389
30 40 13:44:33.565536
30 41 13:44:34.080554
30 42 13:44:34.599570
30 43 13:44:35.120532
30 44 13:44:35.639288
30 45 13:44:36.158651
30 46 13:44:36.676012
30 47 13:44:37.195549
30 48 13:44:37.715011
30 49 13:44:38.233826
30 50 13:44:38.752805
30 51 13:44:39.263742
30 52 13:44:39.784026
30 53 13:44:40.306779
30 54 13:44:40.826280
30 55 13:44:41.345919
30 56 13:44:41.866886
30 57 13:44:42.385054
30 58 13:44:42.904068
30 59 13:44:43.423365
30 60 13:44:43.940847
30 61 13:44:44.460446
30 62 13:44:44.977999
30 63 13:44:45.497641
30 64 13:44:46.017477
30 65 13:44:46.537787
30 66 13:44:47.057334
30 67 13:44:47.573374
30 68 13:44:48.082757
30 69 13:44:48.603981
30 70 13:44:49.123413
30 71 13:44:49.629822
30 72 13:44:50.150037
30 73 13:44:50.667827
30 74 13:44:51.187884
30 75 13:44:51.707357
30 76 13:44:52.227526
30 77 13:44:52.747736
30 78 13:44:53.266423
30 79 13:44:53.786106
30 80 13:44:54.325008
30 81 13:44:54.843134
30 82 13:44:55.355093
30 83 13:44:55.875229
30 84 13:44:56.396609
30 85 13:44:56.916442
30 86 13:44:57.434861
30 87 13:44:57.955012
30 88 13:44:58.474510
30 89 13:44:58.993859
30 90 13:44:59.512768
30 91 13:45:00.030785
30 92 13:45:00.542590
30 93 13:45:01.050167
30 94 13:45:01.558852
30 95 13:45:02.067540
30 96 13:45:02.575227
30 97 13:45:03.081915
30 98 13:45:03.588600
30 99 13:45:04.096289
31 0 13:45:05.410479
31 1 13:45:05.918166
31 2 13:45:06.425851
31 3 13:45:06.933537
31 4 13:45:07.440227
31 5 13:45:07.946915
31 6 13:45:08.453600
31 7 13:45:08.961289
31 8 13:45:09.470974
31 9 13:45:09.977662
31 10 13:45:10.484350
31 11 13:45:10.992036
31 12 13:45:11.498724
31 13 13:45:12.005411
31 14 13:45:12.512097
31 15 13:45:13.020783
31 16 13:45:13.527471
31 17 13:45:14.037158
31 18 13:45:14.543846
31 19 13:45:15.051530
31 20 13:45:15.558219
31 21 13:45:16.066904
31 22 13:45:16.573592
31 23 13:45:17.080279
31 24 13:45:17.586967
31 25 13:45:18.094655
31 26 13:45:18.602343
31 27 13:45:19.109028
31 28 13:45:19.615716
31 29 13:45:20.123404
31 30 13:45:20.631091
31 31 13:45:21.138778
31 32 13:45:21.645465
31 33 13:45:22.152153
31 34 13:45:22.661837
31 35 13:45:23.169524
31 36 13:45:23.676214
31 37 13:45:24.183900
31 38 13:45:24.690588
31 39 13:45:25.198275
31 40 13:45:25.707959
31 41 13:45:26.218643
31 42 13:45:26.725332
31 43 13:45:27.232020
31 44 13:45:27.738706
31 45 13:45:28.246394
31 46 13:45:28.755080
31 47 13:45:29.264766
31 48 13:45:29.774452
31 49 13:45:30.284138
31 50 13:45:30.791823
31 51 13:45:31.298512
31 52 13:45:31.806197
31 53 13:45:32.312884
31 54 13:45:32.819572
31 55 13:45:33.326262
31 56 13:45:33.833947
31 57 13:45:34.340636
31 58 13:45:34.848323
31 59 13:45:35.356011
31 60 13:45:35.862697
31 61 13:45:36.371381
31 62 13:45:36.880070
31 63 13:45:37.387757
31 64 13:45:37.895444
31 65 13:45:38.405129
31 66 13:45:38.914816
31 67 13:45:39.424500
31 68 13:45:39.932187
31 69 13:45:40.438875
31 70 13:45:40.946560
31 71 13:45:41.454247
31 72 13:45:41.961936
31 73 13:45:42.468623
31 74 13:45:42.975310
31 75 13:45:43.481998
31 76 13:45:43.989686
31 77 13:45:44.497370
31 78 13:45:45.004058
31 79 13:45:45.510745
31 80 13:45:46.017432
31 81 13:45:46.525120
31 82 13:45:47.036806
31 83 13:45:47.544493
31 84 13:45:48.052180
31 85 13:45:48.562865
31 86 13:45:49.069552
31 87 13:45:49.577239
31 88 13:45:50.085923
31 89 13:45:50.592611
31 90 13:45:51.100299
31 91 13:45:51.608240
31 92 13:45:52.115932
31 93 13:45:52.636392
31 94 13:45:53.156978
31 95 13:45:53.677405
31 96 13:45:54.197096
31 97 13:45:54.707657
31 98 13:45:55.218270
31 99 13:45:55.724799
32 0 13:45:57.067600
32 1 13:45:57.600343
32 2 13:45:58.119797
32 3 13:45:58.639857
32 4 13:45:59.159846
32 5 13:45:59.680128
32 6 13:46:00.199315
32 7 13:46:00.718796
32 8 13:46:01.226583
32 9 13:46:01.733273
